age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,2,141058,6,2,7,0,4,1,0,0,62,25,0
49,2,192323,5,2,6,0,4,1,0,0,40,38,0
39,2,32372,5,0,7,1,4,1,0,0,40,38,0
41,2,120277,9,4,2,1,4,1,0,0,40,38,0
31,2,164309,6,0,0,4,4,0,0,0,38,38,0
47,0,102771,11,2,9,0,4,1,0,0,40,38,1
27,2,147951,5,4,6,2,4,1,0,0,15,38,0
23,2,188409,3,2,13,0,4,1,4508,0,25,38,0
44,2,173888,0,2,13,0,4,1,0,0,70,38,1
25,2,247006,8,2,3,0,4,1,0,0,45,38,0
23,2,82889,6,4,0,3,4,0,0,0,16,38,0
52,2,259363,5,2,2,0,4,1,0,0,50,38,1
62,0,159165,5,6,3,1,4,0,0,0,36,38,0
31,2,112062,9,4,9,1,4,0,0,0,40,38,0
19,2,299050,3,2,2,0,4,1,0,0,60,38,0
53,2,430828,6,2,2,0,4,1,0,0,40,12,0
25,2,234057,5,4,2,1,4,0,0,0,40,38,0
45,2,241350,5,4,13,1,4,1,0,0,40,38,0
67,2,108196,1,4,2,2,4,1,2993,0,40,38,0
49,2,278322,5,2,2,0,4,1,0,0,40,38,1
42,2,157443,9,2,9,5,1,0,0,0,27,35,1
44,4,37618,5,2,4,0,4,1,0,0,40,38,1
56,1,238582,6,2,2,0,4,1,0,0,41,38,1
37,5,32372,5,2,6,0,4,1,0,0,40,38,1
37,2,77820,9,2,3,0,4,1,0,0,45,38,1
22,2,110946,6,4,7,1,4,0,0,0,40,38,0
34,1,230420,9,2,9,0,4,1,0,0,40,38,1
36,2,206521,5,4,6,1,4,1,0,0,40,38,0
28,1,283227,6,2,3,0,4,1,0,0,65,38,0
28,2,141957,9,2,9,0,4,1,0,0,50,38,0
67,1,161027,0,2,10,0,4,1,0,0,20,38,0
37,4,32372,5,2,4,0,4,1,0,0,60,38,0
24,2,205844,9,4,3,3,2,0,0,0,65,38,0
30,5,46144,5,1,0,3,4,0,0,0,38,38,0
38,2,168055,7,2,7,0,4,1,0,0,40,38,0
50,2,98350,6,2,0,0,1,1,0,0,40,29,1
43,2,208613,11,3,9,1,4,1,8614,0,40,38,1
42,2,334522,5,2,5,0,2,1,0,0,40,38,0
54,5,187686,6,0,0,1,4,0,0,0,38,38,0
27,5,365916,8,4,3,1,4,0,0,0,58,38,0
39,2,190719,6,0,11,1,4,1,0,0,45,38,0
27,2,218184,6,4,0,1,2,0,0,0,40,22,0
30,2,222162,5,2,5,0,4,1,0,0,66,38,0
30,2,148524,5,2,13,0,4,1,0,1887,40,38,0
37,2,267085,6,2,2,0,4,1,0,0,40,38,0
50,0,307555,9,0,9,1,4,1,0,0,60,38,1
36,2,229180,6,0,2,4,4,0,0,0,40,4,0
22,2,279041,6,4,5,3,2,1,0,0,15,38,0
21,2,312017,6,4,2,1,4,1,0,0,40,38,0
33,2,54782,9,2,0,0,4,1,0,1579,42,38,0
67,2,70697,0,6,7,1,4,0,0,0,25,38,0
37,2,188774,9,2,0,0,4,1,0,0,40,38,0
34,2,302770,6,2,11,0,4,1,0,0,60,38,0
29,2,183639,5,2,4,0,4,1,0,0,70,38,0
29,2,178551,5,2,13,0,4,1,0,0,40,38,0
28,2,175343,9,2,11,0,4,1,0,0,40,38,0
67,4,190078,6,2,3,0,4,1,0,0,35,38,0
43,2,117627,6,0,3,1,2,0,0,0,40,38,0
39,2,108419,6,2,2,0,4,1,0,0,40,38,0
67,2,183701,2,6,7,1,2,0,0,0,15,38,0
27,5,208406,9,4,9,1,4,1,0,0,30,38,0
47,2,148884,5,2,13,0,4,1,0,0,60,38,0
67,2,87285,5,4,7,3,4,0,0,0,24,38,0
47,2,199058,9,2,9,0,4,1,0,0,60,38,1
42,2,173628,9,2,3,0,4,1,0,0,40,38,1
67,2,370837,9,0,5,1,4,1,0,0,40,38,0
23,2,342769,9,4,12,1,4,0,0,0,20,38,0
44,1,65145,5,2,9,0,4,1,0,0,30,38,0
41,2,150533,5,2,11,0,4,1,2829,0,40,38,0
47,1,272182,6,4,0,1,2,1,0,0,40,38,0
43,2,403467,9,2,3,0,2,1,7688,0,40,38,1
33,2,252168,6,4,7,1,2,1,0,0,40,38,0
48,2,80430,3,4,7,1,4,0,0,0,30,38,0
39,2,189623,9,0,11,4,4,1,0,0,60,38,0
43,2,115806,10,0,3,4,4,0,0,1887,40,38,1
52,2,226084,5,6,8,2,4,0,0,0,40,38,0
18,2,150817,5,4,11,3,4,0,0,0,20,38,0
27,3,190911,5,4,11,3,4,1,0,0,45,38,0
27,3,120126,9,2,3,0,4,1,0,1887,45,38,1
45,1,255559,5,4,0,1,4,0,0,0,40,38,0
24,2,173679,7,2,7,0,4,1,0,0,20,38,0
25,2,35854,6,3,11,4,4,0,0,0,40,38,0
42,4,82161,2,6,13,4,4,1,0,0,35,38,0
63,4,129845,0,2,2,0,4,1,0,0,40,38,0
40,2,226505,5,2,0,5,4,0,0,0,46,38,1
47,2,151584,11,2,3,0,4,1,7688,0,60,38,1
42,2,136419,5,2,2,0,4,1,0,0,50,38,1
42,2,66460,6,0,3,4,4,0,0,0,45,38,0
63,1,379940,9,2,9,0,4,1,0,0,40,38,1
37,1,102936,9,0,9,4,4,0,0,0,55,38,0
65,2,205309,5,2,0,0,4,1,0,0,20,38,0
62,2,208711,9,2,2,0,4,1,7688,0,50,38,1
46,2,137547,5,0,2,1,0,1,0,0,40,38,0
23,2,220168,5,4,11,2,2,0,0,0,25,22,0
47,1,37672,9,2,9,5,4,0,0,0,45,38,0
20,2,196643,6,4,7,3,4,1,0,0,20,38,0
28,2,197484,5,4,5,3,4,1,0,0,40,38,0
61,1,115023,5,2,7,0,4,1,0,0,40,38,0
30,5,234824,5,2,7,5,4,0,0,0,70,38,0
30,5,361497,9,2,10,0,4,1,0,0,70,38,1
29,2,351871,9,4,11,1,4,1,0,0,50,38,1
39,2,324231,5,6,6,4,2,0,0,0,40,38,0
23,2,123490,3,0,7,4,4,0,0,0,35,38,0
32,2,188245,3,4,8,4,2,0,0,0,40,38,0
63,2,50349,5,6,7,1,4,0,0,0,34,38,0
19,4,47176,6,4,2,1,4,0,0,0,15,38,0
57,5,290661,11,0,9,1,4,1,0,0,60,38,1
41,2,221172,9,2,2,0,4,1,0,0,40,38,1
23,2,188950,7,4,11,3,4,1,0,0,40,38,0
30,2,356882,11,4,9,3,4,1,0,0,20,38,0
43,3,150533,8,2,3,0,4,1,0,0,50,38,0
64,4,167149,0,2,7,0,4,1,0,0,25,38,0
56,2,301835,0,5,6,1,4,1,0,0,40,38,0
32,2,313729,5,2,0,0,4,1,0,0,40,38,0
55,2,130957,5,2,2,0,4,1,0,0,45,38,0
18,2,197732,3,4,7,3,4,0,0,0,15,38,0
18,2,250541,2,4,7,3,2,1,0,0,20,38,0
29,2,218785,6,2,0,5,4,0,0,0,65,38,0
37,2,194630,5,0,2,1,4,1,0,0,50,38,0
39,2,38721,5,0,8,4,4,0,0,0,22,38,0
36,2,201519,9,2,3,5,4,0,0,0,40,38,1
50,2,279337,9,0,3,1,4,1,0,0,55,38,1
31,2,87560,6,4,6,1,4,0,0,0,50,38,0
56,2,208431,6,6,3,1,2,0,0,0,32,38,0
51,2,143822,6,2,2,0,4,1,7298,0,40,38,1
20,2,163205,6,5,7,3,4,0,0,0,30,38,0
53,2,171924,9,0,9,1,4,1,8614,0,55,38,1
33,5,137616,10,4,9,1,2,0,0,0,35,38,0
27,2,156516,6,2,0,5,2,0,0,1887,20,38,0
40,2,119101,6,2,2,0,4,1,5178,0,40,38,1
45,2,117556,6,0,0,4,2,0,0,0,32,38,0
54,2,147863,7,2,2,0,1,1,5013,0,40,39,0
33,4,32372,5,5,2,2,4,1,0,0,50,38,0
36,2,181721,2,4,4,3,2,1,0,0,60,38,0
42,1,55363,10,2,9,0,4,1,0,0,55,38,1
33,2,92865,6,4,0,3,4,0,0,0,40,38,0
52,0,221532,9,2,3,0,4,1,0,0,45,38,1
41,1,183224,10,2,9,5,1,0,0,0,40,35,1
30,2,381153,6,2,2,0,4,1,0,0,40,38,0
22,2,300871,6,4,0,3,4,1,0,0,40,38,0
47,2,33710,9,2,3,0,4,1,3103,0,60,38,1
26,2,158333,0,4,13,1,4,1,0,0,40,3,0
36,2,288103,3,5,6,1,2,1,0,0,40,38,0
35,2,108907,5,5,6,4,4,1,0,0,40,38,0
46,2,358533,6,2,10,0,2,1,0,0,40,38,1
24,2,126613,9,4,9,3,4,0,0,0,15,38,0
30,2,164190,7,2,9,0,4,1,5178,0,52,38,1
38,2,199816,5,0,6,3,4,1,0,0,40,38,0
50,2,98228,5,0,11,4,4,0,0,0,45,38,0
41,1,129060,6,0,0,4,2,0,0,0,40,38,0
38,2,32372,5,2,3,0,4,1,0,0,60,38,1
36,2,226918,9,4,11,1,2,1,0,0,48,38,0
47,2,398652,5,2,11,0,4,1,0,0,50,38,1
59,2,268840,6,2,0,2,4,0,0,0,16,38,1
59,2,91384,11,2,9,0,4,1,0,0,60,38,1
52,2,174767,6,2,3,0,4,1,0,0,45,38,1
37,3,126675,7,2,11,0,4,1,0,0,60,38,1
52,2,82285,9,3,7,2,2,0,0,0,40,13,0
51,2,177727,8,2,2,0,4,1,0,0,45,38,1
67,4,345236,9,2,3,0,4,1,0,0,55,38,0
67,2,156000,2,6,7,4,2,0,0,0,20,38,0
67,2,228806,1,0,8,1,2,0,0,0,15,38,0
49,1,184428,10,2,0,0,4,1,0,0,40,38,0
35,1,102938,5,2,7,0,4,1,0,0,40,38,0
18,2,161063,5,4,0,3,4,1,0,0,40,38,0
29,2,253752,2,2,4,5,4,0,0,0,40,38,0
47,4,274800,9,2,9,0,4,1,0,0,60,38,0
31,2,129804,1,4,4,1,4,1,0,0,40,32,0
22,0,65547,6,4,3,1,2,1,0,0,40,38,0
57,2,161097,5,0,11,1,4,0,0,0,26,38,0
18,2,118376,6,4,7,3,4,0,0,0,15,38,0
32,2,131224,5,2,9,0,4,1,0,0,40,38,0
39,2,120985,5,0,7,3,4,1,0,0,40,38,0
37,2,215392,9,0,9,1,4,0,0,0,40,38,0
51,2,63685,5,2,11,0,1,1,0,0,50,0,0
48,2,131826,6,2,0,0,4,1,0,0,40,38,1
39,2,211440,5,2,13,0,4,1,0,0,55,38,1
35,2,32372,9,2,11,0,4,1,0,0,45,38,0
40,2,145439,0,2,7,0,3,1,4064,0,40,25,0
19,2,255161,5,4,11,3,4,1,0,0,25,38,0
28,2,411950,5,0,0,1,4,1,0,0,40,38,0
23,2,275818,6,4,11,1,4,0,0,1887,40,38,0
18,2,318082,6,4,11,3,4,1,0,0,35,38,0
23,1,287988,9,4,9,1,4,1,0,0,40,38,0
47,1,138342,3,2,13,0,4,1,3411,0,40,7,0
42,0,115932,9,0,0,3,4,1,0,0,40,38,0
25,2,60358,6,4,11,3,4,1,0,0,40,38,0
18,2,140117,2,4,11,3,4,0,0,0,15,38,0
34,2,158040,9,4,3,1,4,0,0,0,45,38,0
29,2,232784,8,4,3,3,4,1,0,0,40,38,0
22,2,349368,6,2,0,5,4,0,0,0,40,38,0
46,0,325573,5,4,5,1,4,1,0,0,40,38,0
67,2,140176,5,2,11,0,4,1,0,0,24,38,0
50,2,128478,5,2,2,0,4,1,0,0,60,38,1
45,0,155659,6,2,9,0,4,1,0,0,40,38,1
41,5,288433,10,4,0,1,2,0,0,0,40,38,0
47,0,329205,9,0,9,4,4,1,0,0,40,38,0
64,2,171373,3,6,4,4,4,0,0,0,40,38,0
29,2,228860,6,2,7,0,4,1,0,0,35,38,0
29,2,196116,11,0,9,3,4,0,2174,0,70,38,0
18,2,47771,3,4,9,3,4,0,0,0,20,38,0
24,2,201680,5,4,0,4,4,1,0,0,60,38,0
28,2,337378,5,2,2,0,4,1,0,0,40,38,0
35,2,246449,5,4,7,1,4,1,3325,0,50,38,0
48,2,227714,9,2,11,0,4,1,0,0,60,38,0
36,2,177285,7,4,9,4,2,0,0,0,38,38,0
38,2,71701,7,4,2,1,4,0,0,0,40,31,0
49,2,32372,5,0,2,1,4,1,0,1669,40,38,0
42,2,280167,10,2,9,0,4,1,0,0,40,38,1
36,3,32372,7,2,11,0,4,1,0,0,60,38,0
25,2,167031,2,4,6,1,4,0,0,0,40,3,0
41,2,173682,10,2,6,0,4,1,0,0,40,38,0
35,4,278557,5,2,4,0,4,1,0,0,30,38,0
32,2,113688,7,0,3,1,4,0,0,0,50,38,0
41,4,252986,10,2,9,0,4,1,0,0,40,38,1
48,2,33669,6,2,13,0,4,1,0,0,60,38,0
56,2,100776,5,2,11,5,4,0,0,0,50,38,0
47,4,177457,6,2,7,0,2,1,0,0,40,38,0
30,5,312767,5,4,11,4,2,0,0,0,40,38,0
51,2,43354,3,2,2,0,4,1,0,0,40,38,1
22,3,375422,9,4,0,3,4,1,0,0,40,34,0
49,4,263568,9,2,3,0,4,1,0,0,60,38,1
26,2,302097,5,2,6,0,4,1,3464,0,48,38,0
35,2,248010,9,3,2,4,4,1,0,0,40,38,0
34,2,405577,6,4,0,1,4,1,0,0,40,38,0
51,5,167065,5,2,3,0,4,1,0,0,40,38,0
26,2,102476,9,2,3,0,4,1,0,0,40,38,0
28,0,430828,6,4,0,4,2,0,3887,0,40,38,0
32,2,175878,0,2,2,0,4,1,0,0,35,38,0
55,2,213894,3,5,0,4,2,0,0,0,40,38,0
18,2,150262,3,4,11,3,4,0,0,0,20,38,0
40,2,75363,6,5,3,4,4,0,0,0,40,38,0
38,2,272671,9,0,11,3,4,1,0,0,50,38,0
67,3,411007,5,6,3,1,4,0,8614,0,40,38,1
44,2,222434,5,0,6,3,4,1,0,0,40,38,0
26,2,180246,6,2,3,0,4,1,7688,0,40,38,1
25,2,171236,5,0,5,3,4,0,0,0,40,38,0
45,2,367037,5,0,0,4,4,0,0,0,40,38,0
38,2,304651,5,2,0,0,4,1,0,0,45,38,1
62,2,97017,6,2,2,0,4,1,0,0,45,38,0
20,2,146879,5,4,7,1,4,1,0,1887,40,38,0
45,5,320818,6,3,7,2,2,1,0,0,40,13,0
47,4,84735,10,2,9,5,4,0,0,0,20,38,1
49,2,184428,9,0,0,1,4,1,0,0,40,38,0
36,2,326886,5,2,2,0,4,1,0,0,40,38,1
29,2,212102,5,5,7,4,2,0,0,0,30,38,0
23,2,175837,3,4,4,2,4,0,0,0,40,32,0
50,2,177487,5,2,2,0,4,1,0,0,40,38,0
44,2,286750,9,2,3,0,2,1,0,1887,40,38,1
44,2,171424,9,2,9,0,4,1,0,0,40,38,1
32,2,194981,5,2,12,5,4,0,0,0,36,38,0
67,2,199362,5,2,7,0,4,1,0,0,30,38,0
24,2,204226,10,4,9,1,4,0,0,0,40,38,0
46,5,72506,5,2,7,5,2,0,0,0,40,38,0
61,3,61040,6,2,11,0,4,1,7688,0,36,38,1
37,0,194630,10,4,3,3,4,0,0,0,40,38,0
29,2,391867,7,2,2,0,4,1,0,0,40,38,1
40,2,94080,8,2,3,0,4,1,0,0,40,38,1
18,2,289405,3,4,6,3,3,1,0,0,15,38,0
30,2,170130,5,0,0,4,4,0,0,0,40,38,0
19,2,158118,5,4,7,1,4,0,0,1719,40,38,0
30,2,430828,11,4,9,1,4,1,0,0,60,38,0
47,2,223342,5,0,0,4,4,0,0,1504,35,38,0
25,2,106377,6,4,0,3,4,1,0,0,40,38,0
41,2,66118,9,0,9,3,4,0,0,0,40,38,0
47,2,274883,5,2,13,0,4,1,0,0,40,38,0
27,1,123773,8,4,0,4,2,0,0,0,40,38,0
42,1,70655,5,2,2,0,4,1,0,0,44,38,0
49,2,177426,5,0,7,1,4,0,0,0,20,38,0
37,2,200374,9,2,11,0,4,1,0,1887,40,38,1
19,5,159269,6,4,0,3,4,1,0,0,15,38,0
24,2,235894,5,2,2,0,4,1,0,0,38,38,0
34,1,97723,11,2,9,0,4,1,0,0,40,38,1
33,2,167309,9,4,0,1,4,1,0,0,40,38,0
44,4,98106,6,0,3,1,4,0,0,0,40,38,0
37,0,32372,9,2,0,0,1,1,7298,0,40,29,1
45,2,108993,5,4,2,3,4,1,0,0,40,38,0
35,2,265954,9,4,5,1,2,1,0,0,40,38,0
58,3,100960,5,2,11,0,4,1,0,0,50,38,0
45,2,170092,6,0,7,1,4,0,0,0,50,38,0
54,2,326156,6,2,2,0,4,1,0,0,40,38,1
45,2,216932,10,2,3,0,4,1,0,0,40,38,1
67,2,36956,6,2,3,0,4,1,8614,0,50,38,1
24,2,214014,5,4,2,3,2,1,0,0,40,38,0
36,2,99872,5,2,2,0,1,1,0,0,40,18,0
61,5,151459,2,4,7,1,2,0,0,0,38,38,0
57,3,161662,9,2,3,0,4,1,7688,0,60,38,1
56,2,367200,5,0,2,2,4,1,0,0,40,38,0
35,2,86648,10,2,9,0,4,1,0,1887,45,38,1
51,1,168539,9,2,3,0,4,1,0,0,50,38,1
50,2,140741,3,4,6,2,4,0,0,0,40,38,0
25,2,197651,6,4,12,3,4,0,0,0,43,38,0
46,2,123053,10,2,3,0,1,1,0,0,50,23,1
23,2,330571,9,4,0,3,4,0,0,0,25,38,0
44,2,204235,5,2,13,0,4,1,0,0,40,38,0
38,5,346766,5,0,0,4,4,0,0,0,40,38,0
25,2,163396,6,4,12,1,3,0,0,0,40,38,0
18,2,36251,2,4,7,3,4,0,0,0,15,38,0
40,2,149102,5,3,5,1,4,1,2174,0,60,30,0
31,5,32372,4,2,7,5,4,0,0,0,40,38,0
33,2,79303,5,2,4,0,4,1,0,0,45,38,0
35,2,272338,7,0,9,4,4,0,0,0,40,38,0
55,5,200497,10,2,3,0,4,1,0,0,45,38,1
19,2,148392,5,4,0,3,4,1,0,0,30,38,0
31,2,164243,6,2,2,0,4,1,0,1579,40,38,0
43,5,129298,10,2,3,0,4,1,0,0,40,38,1
49,1,174981,10,2,3,0,2,1,0,0,47,38,1
48,1,328610,11,2,9,0,4,1,0,0,45,38,1
27,2,77774,5,4,6,3,4,0,0,0,34,38,0
38,5,134069,10,2,3,0,4,1,7298,0,60,38,1
35,2,209214,5,2,0,5,4,0,4386,0,35,38,1
29,2,153805,5,4,6,2,3,1,0,0,40,6,0
27,2,168827,9,4,11,3,4,1,0,0,15,38,0
31,2,373432,1,2,2,0,4,1,0,0,43,38,0
26,2,57600,9,2,9,0,4,1,0,0,40,38,0
53,4,302847,5,2,11,0,4,1,0,0,35,38,0
23,2,227594,5,4,0,1,4,0,0,0,30,38,0
32,0,44777,5,5,6,1,2,1,0,0,46,38,0
36,2,279615,9,0,11,3,4,0,0,0,40,38,0
22,2,276133,5,4,4,1,4,1,0,0,50,38,0
62,2,136314,6,2,0,5,4,0,0,0,40,38,0
41,2,204410,5,2,2,0,4,1,0,1485,44,38,1
59,3,223215,9,2,3,0,4,1,0,1887,50,38,1
43,2,184625,5,2,0,5,4,0,0,0,40,38,1
34,3,265917,5,2,3,0,4,1,0,0,40,38,1
27,2,158647,6,4,0,1,4,0,0,0,40,38,0
35,2,32372,6,2,9,0,0,1,0,0,60,38,0
41,1,176716,5,2,13,0,4,1,0,0,60,38,0
42,2,270721,9,4,9,1,4,1,0,0,32,38,0
24,2,100321,6,0,2,1,4,1,0,0,48,38,0
35,2,79050,5,4,13,4,2,1,0,0,70,38,0
40,1,42703,6,2,0,5,4,0,0,0,40,38,1
46,2,116952,0,2,9,5,4,0,0,0,45,38,0
45,2,331643,6,2,2,0,4,1,0,0,40,38,1
33,2,207937,5,4,2,1,4,1,0,1092,40,38,0
67,2,223486,5,6,7,4,4,0,0,0,15,8,0
33,2,340332,9,5,3,1,2,0,0,0,45,38,0
23,2,184813,6,2,7,0,4,1,0,0,20,38,0
42,4,32372,9,2,4,0,4,1,0,0,60,38,1
30,2,197886,6,4,11,1,4,1,0,0,45,38,1
35,5,248374,6,0,0,4,2,0,0,0,40,38,0
40,2,382499,5,0,0,4,4,0,0,0,50,38,0
36,5,108320,10,0,9,4,4,1,5455,0,30,38,0
46,3,161386,1,2,0,5,4,0,0,0,50,38,0
49,1,110172,5,2,13,0,4,1,0,0,40,38,0
41,2,144032,5,2,3,0,4,1,0,0,60,38,0
26,2,224426,10,4,3,3,4,1,0,0,38,38,0
37,2,230408,5,0,7,1,2,0,0,0,20,38,0
50,1,32372,6,2,10,0,4,1,0,0,40,38,1
20,2,174714,6,4,7,3,4,1,0,0,20,38,0
59,5,398626,11,0,9,4,4,1,8614,0,45,38,1
30,2,149531,6,2,11,0,4,1,0,0,40,38,0
23,2,34113,5,2,2,0,4,1,0,0,45,38,0
44,1,323790,9,2,10,0,4,1,0,0,40,38,1
28,2,331381,9,4,0,1,4,1,0,0,40,38,0
48,2,160647,6,4,3,1,4,0,0,0,40,20,1
34,2,339142,5,5,5,4,4,0,0,0,40,38,0
58,2,164857,9,4,9,1,4,1,0,0,70,38,0
33,1,267859,6,2,10,0,4,1,0,0,40,38,0
38,2,167725,9,3,13,1,3,1,0,0,70,18,0
49,0,430828,9,2,3,0,4,1,7298,0,40,38,1
67,4,105907,0,6,7,1,2,0,0,0,20,38,0
23,2,200677,2,4,6,1,4,0,0,0,40,38,0
42,2,193882,6,2,9,0,4,1,0,0,40,38,1
54,2,138026,5,2,0,5,4,0,0,0,40,38,0
49,2,122385,10,2,3,0,4,1,0,0,40,38,1
35,2,49020,10,2,3,0,4,1,0,0,60,38,1
26,2,283715,5,4,2,3,4,1,0,0,40,38,0
31,2,286406,5,4,3,1,4,1,3325,0,40,38,0
36,2,166416,5,2,5,0,4,1,0,0,40,38,0
25,2,156334,2,2,6,0,4,1,0,0,40,38,0
35,1,45607,10,4,9,1,4,1,0,0,60,38,1
40,1,112362,10,2,9,0,4,1,0,0,40,38,0
52,2,200419,8,5,9,1,4,0,0,0,50,38,0
42,5,341638,9,2,9,0,4,1,0,0,40,38,1
50,4,127151,10,2,9,5,4,0,0,0,40,1,1
52,2,321959,6,2,12,0,2,1,0,0,40,38,1
51,1,35211,10,2,9,0,0,1,0,0,40,38,0
19,2,214935,6,4,5,3,4,1,0,0,40,38,0
43,2,132130,7,2,4,0,4,1,0,0,40,38,1
57,2,222247,4,2,13,0,4,1,0,0,40,38,1
35,2,165799,5,0,3,1,4,1,0,0,60,38,0
30,2,257874,9,4,11,1,4,0,0,0,30,38,0
38,2,357173,5,2,2,0,4,1,0,0,40,38,0
45,5,305739,6,0,0,1,4,0,0,0,40,38,0
23,2,172047,5,4,5,3,4,1,0,0,40,38,0
22,2,110677,6,5,7,3,4,0,0,0,40,38,0
60,2,82388,6,2,10,0,4,1,0,0,38,38,0
45,2,289230,9,0,9,4,4,0,0,0,48,38,1
26,2,101812,5,4,6,4,4,1,5721,0,40,38,0
49,5,336509,2,2,7,0,4,1,0,0,40,38,0
29,2,383402,6,0,7,1,4,0,0,0,35,38,0
47,2,328216,6,2,12,0,4,1,7298,0,40,38,1
40,2,280362,5,2,13,0,4,1,0,0,35,38,0
34,2,212064,5,5,0,4,4,0,7443,0,35,38,0
42,2,173704,10,2,9,0,4,1,0,0,40,38,0
33,2,430828,0,2,2,0,4,1,0,0,35,25,0
63,4,106551,5,2,2,0,4,1,0,0,40,38,0
53,2,32372,5,2,2,0,4,1,0,0,40,38,0
38,2,54816,7,2,2,0,4,1,0,0,40,38,1
44,2,358199,6,2,11,0,4,1,0,0,45,38,1
43,2,190044,2,2,13,0,4,1,0,0,40,38,0
26,2,97698,10,4,3,1,4,1,0,0,32,38,0
56,2,53366,5,2,13,0,4,1,0,0,40,38,0
39,2,236136,7,0,0,4,2,0,0,0,40,38,0
44,2,326232,0,0,5,1,4,1,0,0,48,38,0
34,2,430828,5,5,0,1,4,1,0,0,48,38,1
40,2,220589,8,4,0,1,4,0,0,0,40,38,0
38,0,161463,6,2,7,0,2,1,0,0,40,38,0
44,2,95255,6,0,0,4,4,0,0,0,40,38,0
34,0,223267,6,0,10,3,4,1,0,0,70,38,0
22,2,236769,9,4,9,1,4,1,0,0,20,8,0
58,3,229498,6,6,11,1,4,0,0,0,20,38,1
43,2,177083,6,0,12,4,4,0,0,0,30,38,0
23,2,287681,5,4,2,3,4,1,0,0,40,3,0
41,2,49797,6,5,3,1,2,0,0,0,40,38,0
44,2,174051,6,4,7,1,4,1,0,0,35,38,0
32,2,194901,5,2,0,0,4,1,0,0,40,38,0
38,1,252250,8,2,10,0,4,1,0,0,56,38,1
47,2,191277,6,2,11,0,4,1,0,0,50,38,1
24,2,174907,5,4,7,3,4,0,0,0,30,38,0
39,2,167140,10,2,3,0,4,1,0,0,40,38,0
32,2,236543,4,0,10,3,4,1,0,0,54,25,0
40,2,214242,5,2,6,0,4,1,0,0,50,38,0
34,2,216864,5,0,7,4,4,0,0,1887,45,38,0
34,2,245211,5,4,2,4,4,1,2036,0,30,38,0
57,2,430828,10,2,9,0,4,1,0,1887,45,38,1
67,2,200418,0,2,13,0,4,1,0,0,40,38,0
45,1,167334,10,4,9,1,4,1,0,0,50,38,1
54,2,146834,5,0,13,1,4,1,0,0,45,38,0
26,2,78424,7,4,11,4,4,0,0,0,54,38,0
37,2,182675,6,2,3,5,4,0,0,0,45,38,1
28,4,38079,6,2,4,0,4,1,0,0,55,38,0
42,2,115178,9,0,9,4,4,0,0,0,15,38,0
45,2,195949,5,2,2,0,4,1,0,0,40,38,0
37,2,167415,5,2,11,0,4,1,0,0,50,38,0
57,2,223214,5,2,11,0,4,1,0,0,50,38,0
39,2,32372,9,2,9,1,4,1,0,0,60,38,0
45,5,81853,6,2,0,5,1,0,0,0,40,38,1
30,2,147921,7,0,0,1,4,0,0,0,46,38,0
27,2,32372,5,1,2,0,4,1,0,0,40,38,1
44,2,257758,11,2,9,0,4,1,0,0,40,38,1
44,5,136546,11,2,9,0,4,1,0,1887,40,38,1
38,2,205493,5,2,3,5,4,0,0,0,60,38,1
19,2,71650,5,4,4,3,4,1,0,0,40,38,0
39,2,150217,6,0,11,1,4,0,0,0,38,38,0
55,3,258648,2,6,13,1,4,1,0,0,40,38,0
18,2,114798,2,4,7,3,4,0,0,0,20,38,0
43,2,186188,6,0,0,4,4,0,0,0,40,38,0
36,1,175255,5,2,7,5,4,0,0,0,35,38,0
45,2,249935,9,2,4,0,4,1,0,0,60,38,0
44,2,120277,10,2,3,0,4,1,0,0,38,38,1
26,2,193165,6,2,13,0,4,1,0,0,52,38,1
32,2,185027,8,2,2,0,4,1,0,1887,40,20,1
21,2,221418,5,4,7,3,4,0,0,0,40,38,0
43,0,56063,9,2,11,0,4,1,0,0,60,38,0
34,2,153927,5,2,2,0,4,1,0,0,40,38,0
33,5,163110,9,4,9,1,4,1,0,0,20,38,0
40,3,175696,5,4,11,1,4,1,0,0,51,38,0
46,2,143189,0,4,6,3,4,0,0,0,40,5,0
54,5,32778,5,6,3,1,4,0,0,0,40,38,0
23,2,150683,6,4,3,3,4,1,0,0,40,38,0
58,3,78104,5,2,3,0,4,1,0,0,45,38,0
25,2,335005,6,2,10,0,4,1,3137,0,40,38,0
50,1,311551,10,2,9,0,4,1,7688,0,50,38,1
42,4,201520,5,2,2,0,4,1,0,0,45,38,0
25,2,124111,5,4,7,1,4,0,0,0,38,38,0
60,2,166386,3,2,6,5,1,0,0,0,30,16,0
43,5,117471,5,4,0,1,4,0,0,0,40,38,0
25,2,361307,9,4,11,3,4,0,0,0,40,38,0
31,2,142038,5,2,2,5,4,0,0,0,45,38,0
35,2,276552,5,0,2,1,4,1,0,0,40,38,0
48,2,50402,6,0,6,4,4,1,0,0,40,38,0
43,4,174090,5,2,0,5,4,0,0,0,20,38,1
27,2,277760,5,0,3,4,4,0,0,0,40,38,0
24,2,32372,5,4,2,1,4,1,0,1590,40,38,0
44,3,151089,5,2,3,0,4,1,0,1887,70,38,1
52,4,165278,5,2,13,0,4,1,0,0,22,38,0
